record_id,sender_account,receiver_account,amount,currency,timestamp,reference,channel,region,status
REC002653,SND09106,RCV08319,26.00.00,USD,2026-08-31T11:38:00Z,REF-15122,SWIFT,APAC,SETTLED
REC002654,SND02192,RCV00589,40.00.00,USD,2026-08-31T00:30:00Z,REF-1564,SWIFT,APAC,SETTLED
REC002655,SND00412,RCV08533,5.00.00,USD,2026-08-31T09:43:00Z,REF-29450,SWIFT,APAC,SETTLED
REC002656,SND06287,RCV01970,81.00.00,USD,2026-08-31T11:30:00Z,REF-8794,SWIFT,APAC,SETTLED
REC002657,SND04141,RCV09851,37.00.00,USD,2026-08-31T13:46:00Z,REF-22974,SWIFT,APAC,SETTLED
REC002658,SND01808,RCV07051,18.00.00,USD,2026-08-31T02:21:00Z,REF-16841,SWIFT,APAC,SETTLED
REC002659,SND05265,RCV05044,65.00.00,USD,2026-08-31T05:43:00Z,REF-5978,SWIFT,APAC,SETTLED
REC002660,SND04846,RCV02930,40.00.00,USD,2026-08-31T22:24:00Z,REF-27077,SWIFT,APAC,SETTLED
REC002661,SND07576,RCV07149,25.00.00,USD,2026-08-31T17:02:00Z,REF-31528,SWIFT,APAC,SETTLED
REC002662,SND03468,RCV08643,20.00.00,USD,2026-08-31T08:16:00Z,REF-27977,SWIFT,APAC,SETTLED
REC002663,SND03309,RCV01057,11.00.00,USD,2026-08-31T22:47:00Z,REF-7761,SWIFT,APAC,SETTLED
REC002664,SND01235,RCV08746,66.00.00,USD,2026-08-31T22:44:00Z,REF-703,SWIFT,APAC,SETTLED
REC002665,SND09557,RCV03902,87.00.00,USD,2026-08-31T10:05:00Z,REF-13327,SWIFT,APAC,SETTLED
REC002666,SND01267,RCV06906,41.00.00,USD,2026-08-31T17:46:00Z,REF-13632,SWIFT,APAC,SETTLED
REC002667,SND08551,RCV09993,70.00.00,USD,2026-08-31T18:19:00Z,REF-11338,SWIFT,APAC,SETTLED
REC002668,SND00783,RCV03927,55.00.00,USD,2026-08-31T21:47:00Z,REF-27054,SWIFT,APAC,SETTLED
REC002669,SND06853,RCV04334,8.00.00,USD,2026-08-31T03:11:00Z,REF-17467,SWIFT,APAC,SETTLED
REC002670,SND01526,RCV05538,61.00.00,USD,2026-08-31T01:27:00Z,REF-24431,SWIFT,APAC,SETTLED
REC002671,SND04905,RCV04914,85.00.00,USD,2026-08-31T05:20:00Z,REF-19066,SWIFT,APAC,SETTLED
REC002672,SND08105,RCV01048,23.00.00,USD,2026-08-31T14:38:00Z,REF-17883,SWIFT,APAC,SETTLED
REC002673,SND00063,RCV02533,12.00.00,USD,2026-08-31T02:49:00Z,REF-402,SWIFT,APAC,SETTLED
REC002674,SND01996,RCV00418,17.00.00,USD,2026-08-31T15:52:00Z,REF-14424,SWIFT,APAC,SETTLED
REC002675,SND00781,RCV04751,54.00.00,USD,2026-08-31T00:33:00Z,REF-15963,SWIFT,APAC,SETTLED
REC002676,SND00197,RCV08334,50.00.00,USD,2026-08-31T01:03:00Z,REF-21659,SWIFT,APAC,SETTLED
REC002677,SND06185,RCV02320,35.00.00,USD,2026-08-31T21:55:00Z,REF-4630,SWIFT,APAC,SETTLED
REC002678,SND05433,RCV07970,36.00.00,USD,2026-08-31T10:44:00Z,REF-19802,SWIFT,APAC,SETTLED
REC002679,SND04205,RCV05344,7.00.00,USD,2026-08-31T07:44:00Z,REF-17508,SWIFT,APAC,SETTLED
REC002680,SND00472,RCV05993,63.00.00,USD,2026-08-31T05:37:00Z,REF-25144,SWIFT,APAC,SETTLED
REC002681,SND09497,RCV04835,8.00.00,USD,2026-08-31T06:07:00Z,REF-11205,SWIFT,APAC,SETTLED
REC002682,SND08366,RCV03831,73.00.00,USD,2026-08-31T14:16:00Z,REF-10463,SWIFT,APAC,SETTLED
REC002683,SND07920,RCV09915,44.00.00,USD,2026-08-31T21:16:00Z,REF-862,SWIFT,APAC,SETTLED
REC002684,SND07736,RCV04848,26.00.00,USD,2026-08-31T10:18:00Z,REF-7899,SWIFT,APAC,SETTLED
REC002685,SND01905,RCV09914,88.00.00,USD,2026-08-31T05:34:00Z,REF-3380,SWIFT,APAC,SETTLED
REC002686,SND03108,RCV06078,96.00.00,USD,2026-08-31T07:01:00Z,REF-32705,SWIFT,APAC,SETTLED
REC002687,SND04410,RCV07304,28.00.00,USD,2026-08-31T07:32:00Z,REF-251,SWIFT,APAC,SETTLED
REC002688,SND00729,RCV01672,10.00.00,USD,2026-08-31T08:33:00Z,REF-22314,SWIFT,APAC,SETTLED
REC002689,SND02139,RCV04892,85.00.00,USD,2026-08-31T21:03:00Z,REF-13434,SWIFT,APAC,SETTLED
REC002690,SND05841,RCV04146,98.00.00,USD,2026-08-31T06:06:00Z,REF-11391,SWIFT,APAC,SETTLED
REC002691,SND09131,RCV07335,57.00.00,USD,2026-08-31T22:20:00Z,REF-25276,SWIFT,APAC,SETTLED
REC002692,SND02883,RCV00167,84.00.00,USD,2026-08-31T05:17:00Z,REF-27869,SWIFT,APAC,SETTLED
REC002693,SND01077,RCV09681,91.00.00,USD,2026-08-31T12:18:00Z,REF-3531,SWIFT,APAC,SETTLED
REC002694,SND05953,RCV09954,54.00.00,USD,2026-08-31T17:27:00Z,REF-16869,SWIFT,APAC,SETTLED
REC002695,SND04502,RCV09923,43.00.00,USD,2026-08-31T15:28:00Z,REF-32189,SWIFT,APAC,SETTLED
REC002696,SND01631,RCV00400,0.00,USD,2026-08-31T21:25:00Z,REF-18288,SWIFT,APAC,SETTLED
REC002697,SND05518,RCV06155,46.00.00,USD,2026-08-31T06:44:00Z,REF-16661,SWIFT,APAC,SETTLED
REC002698,SND00959,RCV08854,38.00.00,USD,2026-08-31T18:02:00Z,REF-10432,SWIFT,APAC,SETTLED
REC002699,SND01762,RCV03546,94.00.00,USD,2026-08-31T14:34:00Z,REF-4681,SWIFT,APAC,SETTLED
REC002700,SND06614,RCV01531,16.00.00,USD,2026-08-31T04:42:00Z,REF-9796,SWIFT,APAC,SETTLED
REC002701,SND07254,RCV01470,48.00.00,USD,2026-08-31T21:22:00Z,REF-25026,SWIFT,APAC,SETTLED
REC002702,SND01378,RCV03052,37.00.00,USD,2026-08-31T04:09:00Z,REF-28795,SWIFT,APAC,SETTLED
REC002703,SND09562,RCV04423,5.00.00,USD,2026-08-31T18:57:00Z,REF-12655,SWIFT,APAC,SETTLED
REC002704,SND04531,RCV08112,26.00.00,USD,2026-08-31T08:50:00Z,REF-14107,SWIFT,APAC,SETTLED
REC002705,SND04537,RCV08832,35.00.00,USD,2026-08-31T07:07:00Z,REF-17242,SWIFT,APAC,SETTLED
REC002706,SND03254,RCV04505,78.00.00,USD,2026-08-31T13:35:00Z,REF-14183,SWIFT,APAC,SETTLED
REC002707,SND06950,RCV01508,30.00.00,USD,2026-08-31T14:40:00Z,REF-30071,SWIFT,APAC,SETTLED
REC002708,SND03570,RCV08296,77.00.00,USD,2026-08-31T22:16:00Z,REF-27724,SWIFT,APAC,SETTLED
REC002709,SND01941,RCV00360,47.00.00,USD,2026-08-31T13:09:00Z,REF-28127,SWIFT,APAC,SETTLED
REC002710,SND06856,RCV08231,88.00.00,USD,2026-08-31T05:40:00Z,REF-7348,SWIFT,APAC,SETTLED
REC002711,SND00867,RCV03337,29.00.00,USD,2026-08-31T19:51:00Z,REF-9035,SWIFT,APAC,SETTLED
REC002712,SND04376,RCV06776,62.00.00,USD,2026-08-31T22:49:00Z,REF-8551,SWIFT,APAC,SETTLED
REC002713,SND07423,RCV04076,77.00.00,USD,2026-08-31T01:27:00Z,REF-9509,SWIFT,APAC,SETTLED
REC002714,SND03201,RCV07907,9.00.00,USD,2026-08-31T08:13:00Z,REF-7824,SWIFT,APAC,SETTLED
REC002715,SND02078,RCV07411,1.00.00,USD,2026-08-31T16:42:00Z,REF-11853,SWIFT,APAC,SETTLED
REC002716,SND03058,RCV07997,61.00.00,USD,2026-08-31T18:46:00Z,REF-17764,SWIFT,APAC,SETTLED
REC002717,SND05767,RCV02272,75.00.00,USD,2026-08-31T13:23:00Z,REF-29055,SWIFT,APAC,SETTLED
REC002718,SND01467,RCV04244,97.00.00,USD,2026-08-31T11:12:00Z,REF-4483,SWIFT,APAC,SETTLED
REC002719,SND04734,RCV05193,2.00.00,USD,2026-08-31T15:16:00Z,REF-27258,SWIFT,APAC,SETTLED
REC002720,SND08833,RCV03797,89.00.00,USD,2026-08-31T04:06:00Z,REF-18996,SWIFT,APAC,SETTLED
REC002721,SND07606,RCV04169,60.00.00,USD,2026-08-31T09:03:00Z,REF-24737,SWIFT,APAC,SETTLED
REC002722,SND00835,RCV06520,98.00.00,USD,2026-08-31T16:50:00Z,REF-6942,SWIFT,APAC,SETTLED
REC002723,SND05341,RCV02403,63.00.00,USD,2026-08-31T03:58:00Z,REF-25238,SWIFT,APAC,SETTLED
REC002724,SND03837,RCV06400,97.00.00,USD,2026-08-31T22:01:00Z,REF-12772,SWIFT,APAC,SETTLED
REC002725,SND06638,RCV06358,37.00.00,USD,2026-08-31T08:51:00Z,REF-15365,SWIFT,APAC,SETTLED
REC002726,SND01818,RCV06800,36.00.00,USD,2026-08-31T09:06:00Z,REF-16667,SWIFT,APAC,SETTLED
REC002727,SND01311,RCV03905,51.00.00,USD,2026-08-31T07:38:00Z,REF-6002,SWIFT,APAC,SETTLED
REC002728,SND02057,RCV05341,69.00.00,USD,2026-08-31T01:46:00Z,REF-21985,SWIFT,APAC,SETTLED
REC002729,SND03113,RCV03300,22.00.00,USD,2026-08-31T04:02:00Z,REF-293,SWIFT,APAC,SETTLED
REC002730,SND09645,RCV02868,81.00.00,USD,2026-08-31T16:22:00Z,REF-17598,SWIFT,APAC,SETTLED
REC002731,SND07512,RCV01959,9.00.00,USD,2026-08-31T08:19:00Z,REF-6816,SWIFT,APAC,SETTLED
REC002732,SND06057,RCV04211,88.00.00,USD,2026-08-31T12:23:00Z,REF-14633,SWIFT,APAC,SETTLED
REC002733,SND04944,RCV07379,83.00.00,USD,2026-08-31T10:32:00Z,REF-19870,SWIFT,APAC,SETTLED
REC002734,SND04957,RCV05353,4.00.00,USD,2026-08-31T11:31:00Z,REF-25379,SWIFT,APAC,SETTLED
REC002735,SND06111,RCV00698,23.00.00,USD,2026-08-31T00:56:00Z,REF-285,SWIFT,APAC,SETTLED
REC002736,SND01017,RCV01661,31.00.00,USD,2026-08-31T04:05:00Z,REF-5767,SWIFT,APAC,SETTLED
REC002737,SND01313,RCV04494,3.00.00,USD,2026-08-31T22:42:00Z,REF-22704,SWIFT,APAC,SETTLED
REC002738,SND03800,RCV03516,0.00,USD,2026-08-31T12:43:00Z,REF-25873,SWIFT,APAC,SETTLED
REC002739,SND03269,RCV06791,7.00.00,USD,2026-08-31T14:32:00Z,REF-641,SWIFT,APAC,SETTLED
REC002740,SND07453,RCV02905,19.00.00,USD,2026-08-31T17:56:00Z,REF-26900,SWIFT,APAC,SETTLED
REC002741,SND06461,RCV01301,85.00.00,USD,2026-08-31T07:45:00Z,REF-7369,SWIFT,APAC,SETTLED
REC002742,SND04207,RCV04595,25.00.00,USD,2026-08-31T09:03:00Z,REF-19574,SWIFT,APAC,SETTLED
REC002743,SND04007,RCV04562,73.00.00,USD,2026-08-31T16:47:00Z,REF-20416,SWIFT,APAC,SETTLED
REC002744,SND06438,RCV00030,91.00.00,USD,2026-08-31T11:46:00Z,REF-15364,SWIFT,APAC,SETTLED
REC002745,SND05305,RCV00486,10.00.00,USD,2026-08-31T01:02:00Z,REF-23647,SWIFT,APAC,SETTLED
REC002746,SND00737,RCV06976,78.00.00,USD,2026-08-31T15:59:00Z,REF-5862,SWIFT,APAC,SETTLED
REC002747,SND07504,RCV05913,46.00.00,USD,2026-08-31T13:23:00Z,REF-6178,SWIFT,APAC,SETTLED
REC002748,SND01436,RCV08069,48.00.00,USD,2026-08-31T06:15:00Z,REF-12494,SWIFT,APAC,SETTLED
REC002749,SND03118,RCV03111,60.00.00,USD,2026-08-31T11:58:00Z,REF-15249,SWIFT,APAC,SETTLED
REC002750,SND06570,RCV02923,32.00.00,USD,2026-08-31T03:01:00Z,REF-32685,SWIFT,APAC,SETTLED
REC002751,SND01965,RCV07968,0.00,USD,2026-08-31T10:56:00Z,REF-25134,SWIFT,APAC,SETTLED
REC002752,SND00631,RCV05793,40.00.00,USD,2026-08-31T12:41:00Z,REF-13651,SWIFT,APAC,SETTLED
REC002753,SND05357,RCV02206,75.00.00,USD,2026-08-31T18:23:00Z,REF-30705,SWIFT,APAC,SETTLED
REC002754,SND02102,RCV06648,74.00.00,USD,2026-08-31T16:46:00Z,REF-16034,SWIFT,APAC,SETTLED
REC002755,SND05219,RCV02071,18.00.00,USD,2026-08-31T07:36:00Z,REF-27044,SWIFT,APAC,SETTLED
REC002756,SND06382,RCV05696,90.00.00,USD,2026-08-31T06:28:00Z,REF-4283,SWIFT,APAC,SETTLED
REC002757,SND00019,RCV01681,95.00.00,USD,2026-08-31T17:04:00Z,REF-29733,SWIFT,APAC,SETTLED
REC002758,SND06917,RCV01168,90.00.00,USD,2026-08-31T08:36:00Z,REF-25224,SWIFT,APAC,SETTLED
REC002759,SND07399,RCV03394,56.00.00,USD,2026-08-31T14:23:00Z,REF-8980,SWIFT,APAC,SETTLED
REC002760,SND02827,RCV09522,92.00.00,USD,2026-08-31T18:41:00Z,REF-25966,SWIFT,APAC,SETTLED
REC002761,SND09893,RCV06821,4.00.00,USD,2026-08-31T05:17:00Z,REF-1646,SWIFT,APAC,SETTLED
REC002762,SND00518,RCV01401,12.00.00,USD,2026-08-31T00:56:00Z,REF-32162,SWIFT,APAC,SETTLED
REC002763,SND09044,RCV05226,89.00.00,USD,2026-08-31T22:08:00Z,REF-50,SWIFT,APAC,SETTLED
REC002764,SND01792,RCV06470,98.00.00,USD,2026-08-31T01:37:00Z,REF-17550,SWIFT,APAC,SETTLED
REC002765,SND00746,RCV09096,61.00.00,USD,2026-08-31T19:06:00Z,REF-27346,SWIFT,APAC,SETTLED
REC002766,SND05974,RCV04094,33.00.00,USD,2026-08-31T10:30:00Z,REF-30760,SWIFT,APAC,SETTLED
REC002767,SND04803,RCV04498,78.00.00,USD,2026-08-31T18:26:00Z,REF-25565,SWIFT,APAC,SETTLED
REC002768,SND00439,RCV07925,85.00.00,USD,2026-08-31T08:48:00Z,REF-18705,SWIFT,APAC,SETTLED
REC002769,SND03562,RCV02031,34.00.00,USD,2026-08-31T13:19:00Z,REF-21467,SWIFT,APAC,SETTLED
REC002770,SND02386,RCV07561,47.00.00,USD,2026-08-31T06:58:00Z,REF-17770,SWIFT,APAC,SETTLED
REC002771,SND01416,RCV01581,42.00.00,USD,2026-08-31T23:25:00Z,REF-30522,SWIFT,APAC,SETTLED
REC002772,SND00337,RCV03775,26.00.00,USD,2026-08-31T06:14:00Z,REF-11150,SWIFT,APAC,SETTLED
REC002773,SND05722,RCV06214,81.00.00,USD,2026-08-31T14:15:00Z,REF-21963,SWIFT,APAC,SETTLED
REC002774,SND03428,RCV08920,14.00.00,USD,2026-08-31T12:43:00Z,REF-14632,SWIFT,APAC,SETTLED
REC002775,SND02144,RCV03650,84.00.00,USD,2026-08-31T14:18:00Z,REF-12296,SWIFT,APAC,SETTLED
REC002776,SND00053,RCV02642,93.00.00,USD,2026-08-31T01:22:00Z,REF-23081,SWIFT,APAC,SETTLED
REC002777,SND09637,RCV04677,27.00.00,USD,2026-08-31T04:30:00Z,REF-10688,SWIFT,APAC,SETTLED
REC002778,SND00612,RCV04000,42.00.00,USD,2026-08-31T06:29:00Z,REF-28586,SWIFT,APAC,SETTLED
REC002779,SND02241,RCV01119,78.00.00,USD,2026-08-31T04:08:00Z,REF-21174,SWIFT,APAC,SETTLED
REC002780,SND07202,RCV08183,18.00.00,USD,2026-08-31T00:48:00Z,REF-6006,SWIFT,APAC,SETTLED
REC002781,SND01620,RCV01290,84.00.00,USD,2026-08-31T02:23:00Z,REF-1235,SWIFT,APAC,SETTLED
REC002782,SND06296,RCV07732,42.00.00,USD,2026-08-31T04:57:00Z,REF-26025,SWIFT,APAC,SETTLED
REC002783,SND02193,RCV07671,45.00.00,USD,2026-08-31T08:26:00Z,REF-7227,SWIFT,APAC,SETTLED
REC002784,SND04123,RCV04229,43.00.00,USD,2026-08-31T09:44:00Z,REF-7932,SWIFT,APAC,SETTLED
REC002785,SND04158,RCV09034,58.00.00,USD,2026-08-31T17:12:00Z,REF-17595,SWIFT,APAC,SETTLED
REC002786,SND05477,RCV02231,24.00.00,USD,2026-08-31T11:07:00Z,REF-28948,SWIFT,APAC,SETTLED
REC002787,SND08080,RCV02977,64.00.00,USD,2026-08-31T16:16:00Z,REF-25137,SWIFT,APAC,SETTLED
REC002788,SND02458,RCV02341,10.00.00,USD,2026-08-31T05:18:00Z,REF-20806,SWIFT,APAC,SETTLED
REC002789,SND06635,RCV04785,64.00.00,USD,2026-08-31T11:34:00Z,REF-16325,SWIFT,APAC,SETTLED
REC002790,SND04926,RCV08970,41.00.00,USD,2026-08-31T05:07:00Z,REF-12730,SWIFT,APAC,SETTLED
REC002791,SND02111,RCV02881,77.00.00,USD,2026-08-31T20:46:00Z,REF-10838,SWIFT,APAC,SETTLED
REC002792,SND02353,RCV00003,1.00.00,USD,2026-08-31T09:52:00Z,REF-15261,SWIFT,APAC,SETTLED
REC002793,SND03074,RCV03414,86.00.00,USD,2026-08-31T22:56:00Z,REF-31236,SWIFT,APAC,SETTLED
REC002794,SND03392,RCV01180,49.00.00,USD,2026-08-31T00:35:00Z,REF-7819,SWIFT,APAC,SETTLED
REC002795,SND08072,RCV00256,17.00.00,USD,2026-08-31T21:33:00Z,REF-30293,SWIFT,APAC,SETTLED
REC002796,SND09636,RCV09870,50.00.00,USD,2026-08-31T22:36:00Z,REF-5107,SWIFT,APAC,SETTLED
REC002797,SND05632,RCV04721,71.00.00,USD,2026-08-31T01:52:00Z,REF-30891,SWIFT,APAC,SETTLED
REC002798,SND06022,RCV05445,22.00.00,USD,2026-08-31T18:21:00Z,REF-947,SWIFT,APAC,SETTLED
REC002799,SND01214,RCV00815,53.00.00,USD,2026-08-31T18:15:00Z,REF-30856,SWIFT,APAC,SETTLED
REC002800,SND08617,RCV05587,0.00,USD,2026-08-31T15:25:00Z,REF-14322,SWIFT,APAC,SETTLED
REC002801,SND00691,RCV02534,59.00.00,USD,2026-08-31T10:23:00Z,REF-8174,SWIFT,APAC,SETTLED
REC002802,SND02000,RCV03992,64.00.00,USD,2026-08-31T23:24:00Z,REF-13037,SWIFT,APAC,SETTLED
REC002803,SND04943,RCV03342,47.00.00,USD,2026-08-31T12:35:00Z,REF-9258,SWIFT,APAC,SETTLED
REC002804,SND09097,RCV06598,51.00.00,USD,2026-08-31T13:10:00Z,REF-27682,SWIFT,APAC,SETTLED
REC002805,SND06060,RCV05380,34.00.00,USD,2026-08-31T04:18:00Z,REF-24776,SWIFT,APAC,SETTLED
REC002806,SND06093,RCV02680,48.00.00,USD,2026-08-31T17:27:00Z,REF-5467,SWIFT,APAC,SETTLED
REC002807,SND08332,RCV03365,88.00.00,USD,2026-08-31T17:12:00Z,REF-31629,SWIFT,APAC,SETTLED
REC002808,SND08819,RCV03184,54.00.00,USD,2026-08-31T18:46:00Z,REF-11760,SWIFT,APAC,SETTLED
REC002809,SND04425,RCV01264,72.00.00,USD,2026-08-31T12:37:00Z,REF-29894,SWIFT,APAC,SETTLED
REC002810,SND08413,RCV07316,21.00.00,USD,2026-08-31T06:56:00Z,REF-21988,SWIFT,APAC,SETTLED
REC002811,SND09694,RCV09584,25.00.00,USD,2026-08-31T15:00:00Z,REF-16645,SWIFT,APAC,SETTLED
REC002812,SND06940,RCV04282,99.00.00,USD,2026-08-31T10:46:00Z,REF-29490,SWIFT,APAC,SETTLED
REC002813,SND02755,RCV00675,21.00.00,USD,2026-08-31T17:10:00Z,REF-20285,SWIFT,APAC,SETTLED
REC002814,SND05629,RCV08752,90.00.00,USD,2026-08-31T03:26:00Z,REF-18451,SWIFT,APAC,SETTLED
REC002815,SND07440,RCV02919,9.00.00,USD,2026-08-31T10:44:00Z,REF-275,SWIFT,APAC,SETTLED
REC002816,SND02460,RCV00664,31.00.00,USD,2026-08-31T13:44:00Z,REF-27291,SWIFT,APAC,SETTLED
REC002817,SND03565,RCV04853,54.00.00,USD,2026-08-31T15:29:00Z,REF-26355,SWIFT,APAC,SETTLED
REC002818,SND05475,RCV05527,13.00.00,USD,2026-08-31T06:41:00Z,REF-31408,SWIFT,APAC,SETTLED
REC002819,SND03273,RCV02829,38.00.00,USD,2026-08-31T23:42:00Z,REF-4323,SWIFT,APAC,SETTLED
REC002820,SND04565,RCV07829,61.00.00,USD,2026-08-31T03:52:00Z,REF-16243,SWIFT,APAC,SETTLED
REC002821,SND01678,RCV02388,27.00.00,USD,2026-08-31T23:31:00Z,REF-6219,SWIFT,APAC,SETTLED
REC002822,SND06509,RCV08478,9.00.00,USD,2026-08-31T09:31:00Z,REF-25994,SWIFT,APAC,SETTLED
REC002823,SND08723,RCV05501,68.00.00,USD,2026-08-31T04:15:00Z,REF-13924,SWIFT,APAC,SETTLED
REC002824,SND03571,RCV00631,84.00.00,USD,2026-08-31T20:40:00Z,REF-1272,SWIFT,APAC,SETTLED
REC002825,SND08564,RCV02596,67.00.00,USD,2026-08-31T21:20:00Z,REF-8027,SWIFT,APAC,SETTLED
REC002826,SND01941,RCV08523,9.00.00,USD,2026-08-31T00:54:00Z,REF-6027,SWIFT,APAC,SETTLED
REC002827,SND04652,RCV03139,30.00.00,USD,2026-08-31T15:26:00Z,REF-28062,SWIFT,APAC,SETTLED
REC002828,SND03537,RCV09273,37.00.00,USD,2026-08-31T21:23:00Z,REF-6222,SWIFT,APAC,SETTLED
REC002829,SND07369,RCV06871,69.00.00,USD,2026-08-31T18:54:00Z,REF-27517,SWIFT,APAC,SETTLED
REC002830,SND03054,RCV03485,15.00.00,USD,2026-08-31T01:44:00Z,REF-26359,SWIFT,APAC,SETTLED
REC002831,SND01393,RCV03453,80.00.00,USD,2026-08-31T14:04:00Z,REF-25704,SWIFT,APAC,SETTLED
REC002832,SND00321,RCV01457,25.00.00,USD,2026-08-31T03:49:00Z,REF-8476,SWIFT,APAC,SETTLED
REC002833,SND00901,RCV07720,50.00.00,USD,2026-08-31T00:03:00Z,REF-6010,SWIFT,APAC,SETTLED
REC002834,SND02929,RCV06911,0.00,USD,2026-08-31T07:55:00Z,REF-20579,SWIFT,APAC,SETTLED
REC002835,SND03330,RCV02444,56.00.00,USD,2026-08-31T10:35:00Z,REF-16424,SWIFT,APAC,SETTLED
REC002836,SND01489,RCV08376,9.00.00,USD,2026-08-31T07:45:00Z,REF-16151,SWIFT,APAC,SETTLED
REC002837,SND04450,RCV06591,62.00.00,USD,2026-08-31T17:47:00Z,REF-3600,SWIFT,APAC,SETTLED
REC002838,SND06247,RCV02580,74.00.00,USD,2026-08-31T10:28:00Z,REF-10947,SWIFT,APAC,SETTLED
REC002839,SND00309,RCV08784,61.00.00,USD,2026-08-31T06:13:00Z,REF-23336,SWIFT,APAC,SETTLED
REC002840,SND05072,RCV01277,73.00.00,USD,2026-08-31T14:00:00Z,REF-1153,SWIFT,APAC,SETTLED
REC002841,SND05273,RCV01429,10.00.00,USD,2026-08-31T13:55:00Z,REF-24061,SWIFT,APAC,SETTLED
REC002842,SND04135,RCV03754,29.00.00,USD,2026-08-31T08:24:00Z,REF-11743,SWIFT,APAC,SETTLED
REC002843,SND09795,RCV09289,85.00.00,USD,2026-08-31T01:04:00Z,REF-22390,SWIFT,APAC,SETTLED
REC002844,SND01759,RCV02309,3.00.00,USD,2026-08-31T02:55:00Z,REF-17887,SWIFT,APAC,SETTLED
REC002845,SND01711,RCV00700,23.00.00,USD,2026-08-31T15:04:00Z,REF-17262,SWIFT,APAC,SETTLED
REC002846,SND00400,RCV01422,6.00.00,USD,2026-08-31T18:37:00Z,REF-26985,SWIFT,APAC,SETTLED
REC002847,SND08154,RCV08844,52.00.00,USD,2026-08-31T14:26:00Z,REF-14322,SWIFT,APAC,SETTLED
REC002848,SND09266,RCV06312,58.00.00,USD,2026-08-31T04:17:00Z,REF-7521,SWIFT,APAC,SETTLED
REC002849,SND07977,RCV08738,17.00.00,USD,2026-08-31T13:05:00Z,REF-26247,SWIFT,APAC,SETTLED
REC002850,SND07515,RCV05757,55.00.00,USD,2026-08-31T17:35:00Z,REF-4511,SWIFT,APAC,SETTLED
REC002851,SND09851,RCV01457,11.00.00,USD,2026-08-31T19:59:00Z,REF-16826,SWIFT,APAC,SETTLED
REC002852,SND05157,RCV06034,36.00.00,USD,2026-08-31T22:25:00Z,REF-8947,SWIFT,APAC,SETTLED
REC002853,SND09502,RCV01041,75.00.00,USD,2026-08-31T06:50:00Z,REF-21848,SWIFT,APAC,SETTLED
REC002854,SND07687,RCV04545,20.00.00,USD,2026-08-31T19:59:00Z,REF-15357,SWIFT,APAC,SETTLED
REC002855,SND03943,RCV00038,6.00.00,USD,2026-08-31T10:27:00Z,REF-24348,SWIFT,APAC,SETTLED
REC002856,SND03108,RCV08408,93.00.00,USD,2026-08-31T02:25:00Z,REF-13630,SWIFT,APAC,SETTLED
REC002857,SND04837,RCV05698,18.00.00,USD,2026-08-31T06:07:00Z,REF-22354,SWIFT,APAC,SETTLED
REC002858,SND01210,RCV06410,51.00.00,USD,2026-08-31T13:13:00Z,REF-22245,SWIFT,APAC,SETTLED
REC002859,SND07306,RCV04676,53.00.00,USD,2026-08-31T15:28:00Z,REF-6498,SWIFT,APAC,SETTLED
REC002860,SND09912,RCV01660,18.00.00,USD,2026-08-31T17:48:00Z,REF-17466,SWIFT,APAC,SETTLED
REC002861,SND08378,RCV04709,4.00.00,USD,2026-08-31T01:42:00Z,REF-13932,SWIFT,APAC,SETTLED
REC002862,SND01999,RCV07029,33.00.00,USD,2026-08-31T14:50:00Z,REF-11931,SWIFT,APAC,SETTLED
REC002863,SND03677,RCV09974,65.00.00,USD,2026-08-31T00:48:00Z,REF-14280,SWIFT,APAC,SETTLED
REC002864,SND08745,RCV04800,82.00.00,USD,2026-08-31T10:39:00Z,REF-18542,SWIFT,APAC,SETTLED
REC002865,SND06045,RCV02711,11.00.00,USD,2026-08-31T16:58:00Z,REF-31331,SWIFT,APAC,SETTLED
REC002866,SND09646,RCV04767,34.00.00,USD,2026-08-31T05:16:00Z,REF-17428,SWIFT,APAC,SETTLED
REC002867,SND03971,RCV01532,40.00.00,USD,2026-08-31T12:42:00Z,REF-25993,SWIFT,APAC,SETTLED
REC002868,SND03382,RCV01983,27.00.00,USD,2026-08-31T14:16:00Z,REF-19510,SWIFT,APAC,SETTLED
REC002869,SND00176,RCV01266,33.00.00,USD,2026-08-31T16:33:00Z,REF-32283,SWIFT,APAC,SETTLED
REC002870,SND09260,RCV08979,90.00.00,USD,2026-08-31T17:42:00Z,REF-8035,SWIFT,APAC,SETTLED
REC002871,SND02344,RCV02747,91.00.00,USD,2026-08-31T10:59:00Z,REF-10743,SWIFT,APAC,SETTLED
REC002872,SND08548,RCV07264,0.00,USD,2026-08-31T10:27:00Z,REF-18216,SWIFT,APAC,SETTLED
REC002873,SND03718,RCV07904,45.00.00,USD,2026-08-31T21:47:00Z,REF-24035,SWIFT,APAC,SETTLED
REC002874,SND03873,RCV05101,0.00,USD,2026-08-31T18:59:00Z,REF-3141,SWIFT,APAC,SETTLED
REC002875,SND00609,RCV02312,35.00.00,USD,2026-08-31T15:55:00Z,REF-12093,SWIFT,APAC,SETTLED
REC002876,SND01992,RCV09183,83.00.00,USD,2026-08-31T01:15:00Z,REF-18501,SWIFT,APAC,SETTLED
REC002877,SND09282,RCV04065,7.00.00,USD,2026-08-31T19:23:00Z,REF-906,SWIFT,APAC,SETTLED
